Airport IATA,Year,Month,Delay Date,Efficiency Factor,Carrier Delay Percentage,Weather Delay Percentage,NAS Delay Percentage,Security Delay Percentage,Late Aircraft Delay Percentage
HRL,2014,6,201406,75,69,0,31,0,0
CIC,2014,6,201406,74.44,20.96,1.22,19.13,0,58.7
OTH,2014,6,201406,56.25,13.07,0,27.79,0,59.14
PUB,2014,6,201406,60.78,68.9,0,10.05,0,21.05
CMX,2014,6,201406,61.67,30.39,9.09,12.91,0,47.65
DVL,2014,6,201406,80.49,58.25,0,29,0,12.75
FWA,2014,6,201406,60.36,32.91,1.86,20,0,45.23
STC,2014,6,201406,45,22.64,0,31.39,0,45.97
MKG,2014,6,201406,60,24,3.75,13.67,0,58.58
LMT,2014,6,201406,100,0,0,0,0,0
RDD,2014,6,201406,81.11,25.94,0,12.88,0,61.12
LAR,2014,6,201406,75,18.67,8.8,18.27,0,54.27
MOD,2014,6,201406,63.64,32.5,0,7.5,0,60
LSE,2014,6,201406,100,0,0,0,0,0
SPI,2014,6,201406,60,17.33,1.06,16.22,0,65.39
RKS,2014,6,201406,93.33,38.7,10,11.3,0,40
GUC,2014,6,201406,33.33,26,0,10.5,0,63
SYR,2014,6,201406,100,0,0,0,0,0
SMX,2014,6,201406,95.61,57.8,0,16,0,26.2
BTM,2014,6,201406,98.33,0,100,0,0,0
CDC,2014,6,201406,90.2,19.8,0,35,0,45.2
ABR,2014,6,201406,80,44.75,0,13.33,0,41.92
CNY,2014,6,201406,96.15,0,0,50,0,50
VEL,2014,6,201406,96.08,100,0,0,0,0
HIB,2014,6,201406,82.69,33.33,0,37.22,0,29.44
WYS,2014,6,201406,96.97,42,0,50,0,8
IMT,2014,6,201406,80.36,22.82,9.09,16.27,0,51.73
RHI,2014,6,201406,85.88,27.08,0,20.83,0,52.08
BRD,2014,6,201406,79.73,23,19.93,5.73,0,51.27
BDL,2014,6,201406,54.72,36.38,8.13,23.6,0,31.9
ORD,2014,6,201406,68.6,22.19,3.32,47.88,0,26.61
DEN,2014,6,201406,77.4,32.74,3.9,30.09,0,33.27
LAS,2014,6,201406,75.35,42.97,2.66,23.9,0,30.46
HNL,2014,6,201406,68.77,53.37,0,24.14,0,22.49
EWR,2014,6,201406,73.15,21.23,3.1,43.1,0,32.56
SFO,2014,6,201406,69.65,28.67,3.56,41.14,0.01,26.63
IAH,2014,6,201406,77.12,30.88,4.87,30.71,0,33.53
AUS,2014,6,201406,76.38,49.7,3.59,11.41,0,35.29
IAD,2014,6,201406,74.79,34.83,4.04,27.26,0,33.87
BWI,2014,6,201406,74.16,27,3.78,29.74,0,39.48
GEG,2014,6,201406,73.21,23.33,4.33,3.93,0,68.47
PIT,2014,6,201406,77.29,37.81,5.72,20.86,0,35.61
ATL,2014,6,201406,63.64,39.07,5.57,14.64,0,40.68
MSP,2014,6,201406,60.67,34.74,3,25.91,0,36.34
LAX,2014,6,201406,66.6,34.86,1.96,32.35,0,30.82
SNA,2014,6,201406,73.29,30.5,3.4,38.53,0,27.56
BOS,2014,6,201406,71.49,30.9,4.63,29.35,0,35.13
LGA,2014,6,201406,61.57,17.89,2.02,58.9,0,21.19
CLE,2014,6,201406,78.93,35.23,7.12,14.75,0,42.92
DTW,2014,6,201406,67.35,41.63,10,17.75,0,30.63
MCO,2014,6,201406,74.15,36.36,3.04,23.72,0,36.89
PHX,2014,6,201406,66.16,37.4,2.59,23.43,0,36.58
RSW,2014,6,201406,81.74,43.71,1.76,7.33,0,47.19
SEA,2014,6,201406,69.62,43.86,3.52,20.28,0,32.34
JFK,2014,6,201406,72,29.88,3.24,54.06,0,12.81
TPA,2014,6,201406,76.37,38.06,4.11,24.26,0,33.58
MSY,2014,6,201406,70.75,35.15,1.39,15.77,0,47.7
FLL,2014,6,201406,74.32,36.36,3.04,31.16,0,29.43
DFW,2014,6,201406,72.97,34.03,5.09,26.89,0,34
PHL,2014,6,201406,65.83,25.79,3.99,39.65,0,30.57
DCA,2014,6,201406,70.73,29.3,2.98,32.08,0,35.64
ALB,2014,6,201406,53.85,24.79,0.13,32.83,0,42.21
JAC,2014,6,201406,61.7,50.03,5.36,9.22,0,35.42
APN,2014,6,201406,84.31,39.38,0,5.25,0,55.38
BJI,2014,6,201406,83.33,30,6.5,10.9,0,52.6
SAN,2014,6,201406,69.68,37.07,2.93,28.55,0,31.45
ANC,2014,6,201406,69.33,54.54,5.65,13.89,0,25.89
PVD,2014,6,201406,55.1,29,5.59,35.18,0,30.23
OGG,2014,6,201406,74.36,44.27,0,18.17,0,37.57
OMA,2014,6,201406,65.79,26.35,5.5,26.65,0,41.5
PDX,2014,6,201406,67.6,37.04,5.35,20.87,0,36.73
DSM,2014,6,201406,63.64,28.7,5,20.4,0,45.9
KOA,2014,6,201406,74.17,46.03,0,18.55,0,35.42
SJC,2014,6,201406,70.54,26.18,1.73,26.45,0,45.67
RDU,2014,6,201406,65,26.67,3.52,30.62,0,39.19
BZN,2014,6,201406,73.53,30.22,0,26.67,0,43.22
SAT,2014,6,201406,74.72,25.56,3.69,18.44,0,52.31
ROC,2014,6,201406,56.36,42.42,2.17,16.08,0,39.33
SMF,2014,6,201406,62.29,33.18,4.03,31.07,0,31.71
ITO,2014,6,201406,62.07,67.64,0,13.09,0,19.27
GRR,2014,6,201406,65.38,19.72,3.17,42.39,0,34.78
OKC,2014,6,201406,79.17,35.8,0,18.5,0,45.7
MIA,2014,6,201406,64.81,36.09,3.86,26.04,0,34.02
RNO,2014,6,201406,80,36.17,7.58,30.17,0,26
SLC,2014,6,201406,57.41,46.96,0.17,22.43,0,30.43
LIH,2014,6,201406,76.67,36.62,0,14.71,0,48.67
BUF,2014,6,201406,70.31,47.53,7.74,15.42,0,29.32
STL,2014,6,201406,92.31,57,0,0,0,43
IND,2014,6,201406,75,44,10.08,17.54,0,28.38
BIL,2014,6,201406,85,25.56,0,20.56,0,53.89
MDT,2014,6,201406,58.93,26.74,4.17,28.09,0,41
CLT,2014,6,201406,69.23,49.5,0,33.63,0,16.88
RIC,2014,6,201406,33.33,25.35,9.3,7.8,0,57.5
SRQ,2014,6,201406,60,47.92,0,34.83,0,17.17
BOI,2014,6,201406,68.63,19.5,16.56,6.19,0,57.75
PBI,2014,6,201406,80.37,30.29,4.76,35.14,0,29.81
CMH,2014,6,201406,30,36.38,9.24,10.33,0,44.05
MCI,2014,6,201406,63.64,41.92,0,29.33,0,28.75
FAI,2014,6,201406,63.64,37.42,2.75,13,0,46.83
ICT,2014,6,201406,53.85,10.75,1.5,25.92,0,61.83
EGE,2014,6,201406,100,0,0,0,0,0
ABQ,2014,6,201406,100,0,0,0,0,0
JAX,2014,6,201406,83.33,100,0,0,0,0
PHL,2014,6,201406,78.94,27.96,3.07,45.74,0.49,22.74
PHX,2014,6,201406,84.34,34.47,2.85,35.65,0.76,26.27
OAK,2014,6,201406,68.6,33.37,0,27.56,0,39.07
DFW,2014,6,201406,77.8,44.76,2.97,33.15,0,19.13
CMH,2014,6,201406,86.67,52.25,0,22.75,2.38,22.63
BOS,2014,6,201406,79.74,28.35,2.75,36.74,0.89,31.27
CLT,2014,6,201406,83.19,27.86,3.91,38.43,0.42,29.38
EWR,2014,6,201406,68.78,32.55,3.03,52.2,0.15,12.07
SNA,2014,6,201406,85.33,49,0,11.68,6.32,33
KOA,2014,6,201406,76.67,32.71,0,67.29,0,0
LAS,2014,6,201406,76.68,39.49,4.2,38.42,0,17.9
PDX,2014,6,201406,73.73,52.11,0.97,29.61,1.19,16.11
SAN,2014,6,201406,70.46,35.77,1.8,40.43,0,22
JFK,2014,6,201406,70.34,31.53,4.58,41.85,0,22.05
DEN,2014,6,201406,69.73,33.01,2.15,38.39,0.11,26.33
HNL,2014,6,201406,82.22,20.56,0,75.69,3.75,0
IND,2014,6,201406,81.38,47.44,0,37.93,0,14.63
OGG,2014,6,201406,83.33,26.2,0,73.8,0,0
RNO,2014,6,201406,81.82,57.82,0,16,3.45,22.73
TPA,2014,6,201406,78.17,35.49,4.28,34.8,0,25.42
SLC,2014,6,201406,76.19,50.7,0.96,23.7,0,24.64
SJC,2014,6,201406,83.33,51.52,0,30,0,18.48
MIA,2014,6,201406,76.8,40,5.32,32.58,0,22.09
LAX,2014,6,201406,61.74,30.24,3.68,50.52,2.66,12.9
LIH,2014,6,201406,85.29,61.2,0,38.8,0,0
STL,2014,6,201406,84.02,51.52,5.59,27.59,0,15.26
SFO,2014,6,201406,69.37,34.15,4.02,43.57,1.92,16.34
MCO,2014,6,201406,79.2,35.13,3.09,29.46,1.15,31.17
SEA,2014,6,201406,74.27,41.42,3.37,34.86,0.75,19.6
ORD,2014,6,201406,66.05,26.68,3.52,54.05,0.82,14.92
ONT,2014,6,201406,87.97,62.05,0,15.26,2.32,20.37
MSP,2014,6,201406,74.72,39.83,2.54,35.29,2.77,19.57
SMF,2014,6,201406,75.71,39.75,2.25,39.94,0,18.06
ATL,2014,6,201406,78.34,37.89,2.31,34.74,0.58,24.48
DTW,2014,6,201406,78.72,48.73,4.3,21.16,1.17,24.63
OMA,2014,6,201406,88.33,14.71,0,59,0,26.43
MCI,2014,6,201406,87.32,43.19,7.74,30.37,0.96,17.74
DCA,2014,6,201406,83.09,20.73,4.83,46.89,1,26.53
BWI,2014,6,201406,78.09,45.29,2.93,30.75,0,21.03
IAH,2014,6,201406,75.05,33.29,0.11,42.92,0,23.68
PIT,2014,6,201406,81.02,34.46,7.34,27.18,1.25,29.76
GEG,2014,6,201406,91.07,38.2,0,25.6,0,36
LGB,2014,6,201406,90.91,42,0,35,0,23
ANC,2014,6,201406,56.67,51.69,0,32.77,0,15.54
DSM,2014,6,201406,88.33,83.29,0,13.29,0,3.43
FLL,2014,6,201406,79.34,34.31,3.88,33.76,0.19,27.86
BOI,2014,6,201406,86.05,62.67,0,29.25,0,8.08
MKE,2014,6,201406,86.67,42.88,0,22.13,0,35
RDU,2014,6,201406,79.17,38.59,5.56,23.79,0,32.07
MSY,2014,6,201406,84.07,42.59,6.9,27.28,1.24,21.97
JAX,2014,6,201406,77.59,34.97,8.18,25.97,2.41,28.46
PBI,2014,6,201406,80.79,49.68,4.44,32.24,0,13.65
SYR,2014,6,201406,75,20.43,23.07,36,0,20.5
PVD,2014,6,201406,60.71,37.25,3.91,15.32,0,43.52
BDL,2014,6,201406,75.16,36,6.26,38.33,1.38,18.03
CLE,2014,6,201406,85.37,41.83,18.08,6.58,0,33.58
RSW,2014,6,201406,78.09,46.77,4.56,22.59,0,26.08
PWM,2014,6,201406,73.77,29.56,3.94,41.38,0,25.12
LGA,2014,6,201406,77.62,17.85,4.52,60.6,0.1,16.93
ALB,2014,6,201406,70.91,56.13,6.25,13.19,6.25,18.19
ORF,2014,6,201406,78.48,23.88,4.53,23.94,2.82,44.82
ROC,2014,6,201406,85.71,23,0,0,0,77
RIC,2014,6,201406,79.55,48,5.56,12.39,0.78,33.28
SAT,2014,6,201406,69.64,56.06,3.35,19.76,0,20.88
BNA,2014,6,201406,82.8,46.38,15.63,18.75,0,19.25
BUF,2014,6,201406,79.46,43.22,9.7,10.17,0,36.91
BTV,2014,6,201406,87.5,100,0,0,0,0
AUS,2014,6,201406,84.31,40.5,6.75,48.75,0,4.13
ILM,2014,6,201406,100,0,0,0,0,0
SFO,2014,6,201406,74.78,16.18,9.66,60.25,0.11,13.81
BOS,2014,6,201406,82.61,12.88,15.44,41.31,0,30.38
LAX,2014,6,201406,81.68,30.05,15.54,21.24,0.72,32.46
JFK,2014,6,201406,81.55,23.97,7.85,49.9,0.74,17.52
LAS,2014,6,201406,94.07,23.32,23,10.27,0,43.41
IAD,2014,6,201406,86.75,21.35,5.6,43.95,0,29.05
DFW,2014,6,201406,93.02,22.25,26,0,0,51.75
SEA,2014,6,201406,88.05,34.93,1.7,8.41,0,54.96
PDX,2014,6,201406,80.33,13.08,0,0.33,0,86.58
SAN,2014,6,201406,90.78,23.38,0,6.54,0,70.08
PHL,2014,6,201406,77.78,7.5,14.65,65.45,0,12.35
EWR,2014,6,201406,80,21.03,0.28,56.58,0.42,21.69
ORD,2014,6,201406,75.69,16.43,18.71,54.57,0,10.26
AUS,2014,6,201406,90,0,0,0,0,100
DCA,2014,6,201406,96.67,93,0,7,0,0
MCO,2014,6,201406,93.88,0,65.67,1,0,33.33
FLL,2014,6,201406,94.57,20,40,20,0,20
BWI,2014,6,201406,76.27,26.17,5.6,17,0.1,51.13
CAK,2014,6,201406,58.17,19.89,1.66,6.52,0,71.94
CHS,2014,6,201406,65.07,33.49,2.34,11.86,0,52.31
CLE,2014,6,201406,61.81,39.79,0.53,8.82,0,50.86
CLT,2014,6,201406,67.69,27.75,7.13,22.98,0,42.14
CMH,2014,6,201406,64.06,38.06,2.82,9.68,0,49.45
CRP,2014,6,201406,62.93,27.19,0,3.77,0,69.05
DAL,2014,6,201406,67.43,23.67,2.72,12.02,0.03,61.56
DAY,2014,6,201406,64.54,34.68,5.78,6.14,0,53.4
DCA,2014,6,201406,80.29,29.76,4.11,18.15,0,47.96
DEN,2014,6,201406,72.76,25.91,3.74,19.45,0.22,50.68
DSM,2014,6,201406,48.89,33.22,0,7.63,0,59.15
DTW,2014,6,201406,65.23,35.54,2.54,9.44,0,52.48
ECP,2014,6,201406,62.37,32.33,0,5.64,0,62.03
ELP,2014,6,201406,60.08,36.01,0.06,8.3,0,55.63
EWR,2014,6,201406,56.24,26.86,5.67,40.71,0,26.76
EYW,2014,6,201406,100,0,0,0,0,0
FLL,2014,6,201406,75.21,36.31,2.96,18.75,0,41.98
FNT,2014,6,201406,72.44,39.4,1.71,5.91,0,52.94
GEG,2014,6,201406,58.78,48.1,0,10.43,0,41.49
ABQ,2014,6,201406,64.28,37.18,1.05,9.09,0,52.68
ALB,2014,6,201406,64.56,37.93,3.98,15.22,0,42.88
AMA,2014,6,201406,56.71,43.86,1.12,10.55,0,44.48
ATL,2014,6,201406,74.12,26.03,3.91,21.85,0.26,47.96
AUS,2014,6,201406,70.38,34.87,2.04,9.62,0.36,53.12
BDL,2014,6,201406,66.36,37.8,3.88,11.81,0,46.51
BHM,2014,6,201406,63.94,34.39,3.47,10.04,0,52.1
BNA,2014,6,201406,72.36,30.12,2.76,9.18,0,57.93
LAS,2014,6,201406,68.86,24.18,0.73,15.51,0.2,59.38
LAX,2014,6,201406,58.65,27.08,0.72,20.8,0.18,51.22
LBB,2014,6,201406,62.62,26.21,1.23,7.61,0,64.96
LGA,2014,6,201406,57.77,26.78,7.29,41.84,0,24.09
LIT,2014,6,201406,57.77,41.48,0.45,7.86,0,50.22
MAF,2014,6,201406,62.76,35.44,1.05,9.36,0,54.16
MCI,2014,6,201406,71.02,38.57,2.59,8.74,0.05,50.05
MCO,2014,6,201406,76.03,29.71,2.39,17.96,0,49.95
MDW,2014,6,201406,73.19,23.63,6.55,21.22,0.06,48.54
PHX,2014,6,201406,66.62,28.93,0.81,12.14,0.08,58.05
PIT,2014,6,201406,64.23,34.8,3.72,8.23,0,53.26
PNS,2014,6,201406,67.78,44.21,1.1,4,0,50.72
PVD,2014,6,201406,69.73,37.29,4.81,9.42,0,48.48
PWM,2014,6,201406,66.67,56.67,0.81,5.86,0,36.67
RDU,2014,6,201406,70.84,43.43,3.81,12.66,0,40.1
RIC,2014,6,201406,76.67,81.29,0,10.29,0,8.43
RNO,2014,6,201406,56.92,33.46,0.59,7.52,0.09,58.34
ROC,2014,6,201406,67.61,28.05,3.21,6.12,0,62.61
RSW,2014,6,201406,78.31,32.94,3.27,7.05,0,56.73
SAN,2014,6,201406,66.41,29.43,0.6,10.63,0.48,58.86
SAT,2014,6,201406,67.89,33.47,2.14,12.83,0,51.55
SDF,2014,6,201406,68.62,43.27,0.53,7.88,0,48.32
SEA,2014,6,201406,59.42,30.14,0.55,24.36,0.02,44.93
SFO,2014,6,201406,46.79,18.97,2.6,29.04,0.12,49.27
SJC,2014,6,201406,63.73,24.98,0.06,9.07,0,65.88
SLC,2014,6,201406,60.99,35.51,0.8,7.99,0.14,55.56
SMF,2014,6,201406,64.92,24.15,0.48,7.57,0.01,67.79
SNA,2014,6,201406,71.47,27.7,0.17,5.88,0,66.25
STL,2014,6,201406,71.58,32.91,2.25,7.88,0.06,56.9
TPA,2014,6,201406,75.12,30.29,1.48,12.76,0,55.47
TUL,2014,6,201406,65.9,40.92,0.77,9.62,0,48.69
TUS,2014,6,201406,63.08,28.45,1.4,5.45,0.14,64.56
BOI,2014,6,201406,58.95,37.81,1.18,10,0,51.01
BOS,2014,6,201406,66.59,29.65,4.4,16.19,0.1,49.66
BUF,2014,6,201406,69.12,43.29,3.87,7.52,0,45.32
BUR,2014,6,201406,71.72,28,1.05,3.81,0.05,67.09
MEM,2014,6,201406,56.35,36.88,6.34,5.99,0,50.79
MHT,2014,6,201406,66.83,39.79,5.68,8.74,0,45.79
MKE,2014,6,201406,68.25,27.28,3.45,10.21,0,59.06
MSP,2014,6,201406,56.11,36.24,5.04,16.31,0,42.41
MSY,2014,6,201406,70.17,34.39,2.85,12.48,0,50.28
OAK,2014,6,201406,60.79,25.62,0.4,13.87,0.24,59.86
OKC,2014,6,201406,61.32,35.35,2.12,8.5,0.21,53.82
OMA,2014,6,201406,63.06,44.8,2.12,11.44,0,41.64
ONT,2014,6,201406,60.85,27.28,0.26,4.27,0,68.19
ORF,2014,6,201406,63.64,40.35,5.21,7.06,0,47.38
PBI,2014,6,201406,72.19,36.58,1.38,18.15,0,43.9
PDX,2014,6,201406,57.85,28.03,0.21,16.37,0,55.38
PHL,2014,6,201406,63.77,30.64,8.03,18.93,0.24,42.16
IAD,2014,6,201406,60.49,39.33,4.51,17.09,1.23,37.84
ICT,2014,6,201406,73.94,31.84,3.43,18,2.7,44.03
IND,2014,6,201406,66.71,39.63,1.79,9.84,0.1,48.65
ISP,2014,6,201406,63.86,29.82,6.49,12.34,0,51.35
JAN,2014,6,201406,59.26,31.55,1.36,2.64,0,64.55
JAX,2014,6,201406,68.86,40.05,2.57,10.69,0.69,45.99
GRR,2014,6,201406,64.42,38.28,5.98,3.24,0,52.5
GSP,2014,6,201406,68.03,40.15,1.82,7.79,0,50.23
HOU,2014,6,201406,67.84,25.45,3.96,17.08,0.08,53.44
HRL,2014,6,201406,66.67,32.74,0.15,3.54,0,63.57
JFK,2014,7,201407,74.17,20.21,3.54,54.92,0,21.33
LAX,2014,7,201407,77,27.45,4.18,36.82,0.13,31.43
DFW,2014,7,201407,77.24,18.93,3.89,30.53,0.08,46.56
OGG,2014,7,201407,66.44,48.5,0.24,33.9,1.88,15.5
HNL,2014,7,201407,70.97,46.41,0,36.72,0,16.85
LGA,2014,7,201407,76.26,19.98,4.14,47.41,0.34,28.14
MIA,2014,7,201407,75.31,23.22,3.49,37.11,0.27,35.91
SFO,2014,7,201407,66.77,21.61,1.91,46.03,0,30.45
ATL,2014,7,201407,71.94,35.13,7.09,16.87,0,40.91
BOS,2014,7,201407,70.28,21.67,2.72,47.3,0,28.31
ORD,2014,7,201407,76.26,21.35,4.08,34.47,0.13,39.96
LBB,2014,7,201407,67.44,37.5,1,10.82,0,50.68
MFE,2014,7,201407,61.74,43.58,3.37,12.14,0,40.91
DCA,2014,7,201407,68.72,26.42,4.12,40.88,0.07,28.51
BWI,2014,7,201407,64.2,30.54,5.21,34.49,0,29.75
PNS,2014,7,201407,67.74,40.05,4.95,8.45,0,46.55
CLT,2014,7,201407,67.52,35.34,2.9,28.73,0,33.03
MSY,2014,7,201407,71.9,28.42,6.31,19.81,0,45.47
MCI,2014,7,201407,68.53,33.68,1.19,18.68,0,46.44
STL,2014,7,201407,75.28,36.96,5.19,23.37,0,34.47
RNO,2014,7,201407,71.9,38.72,0.7,19.26,0,41.3
ONT,2014,7,201407,71.05,47.16,6.34,7.82,0,38.68
IAH,2014,7,201407,64.45,31.99,4.19,35.72,0,28.11
DTW,2014,7,201407,68.4,47.04,2.34,18.43,0,32.18
SNA,2014,7,201407,81.46,39.58,1.26,15.52,0,43.63
DEN,2014,7,201407,72.17,28.84,7.31,32.19,0,31.65
PDX,2014,7,201407,76.64,42.08,2.08,14.8,0,41.06
LAS,2014,7,201407,76.05,37.29,3.1,19.96,0.16,39.49
RDU,2014,7,201407,74.25,44.31,2.05,15.91,0,37.71
PHX,2014,7,201407,75.78,39.18,3.99,20.58,0,36.24
IAD,2014,7,201407,72.79,31.76,1.39,37.09,0,29.74
JAX,2014,7,201407,61.48,46.17,5.02,17.11,0,31.7
SAN,2014,7,201407,71.04,41.23,2.43,18.31,0,38.03
MCO,2014,7,201407,71.05,26.37,7.11,37.27,0,29.26
BDL,2014,7,201407,72.55,38.67,3.12,24.57,0,33.64
TUS,2014,7,201407,74.07,35.43,0.78,6.76,0,57.03
HOU,2014,7,201407,77.38,46.89,1.53,17.16,0,34.42
SEA,2014,7,201407,71.33,35.7,2.45,26.27,0,35.59
CMH,2014,7,201407,63.33,29.17,3.18,22.95,0,44.68
JAC,2014,7,201407,64.1,35.14,4.07,13.36,0,47.43
RSW,2014,7,201407,76.42,22.79,2.31,29.03,0,45.83
SJC,2014,7,201407,72.31,45.27,0.46,20.6,0,33.66
EWR,2014,7,201407,69.87,21.48,4.52,48.14,0,25.86
TUL,2014,7,201407,67.49,41.84,3.82,13.46,0,40.87
KOA,2014,7,201407,70.97,35.78,0,41.56,0,22.67
COS,2014,7,201407,64.47,34.5,2.19,23.28,0,40.04
ELP,2014,7,201407,67.53,40.72,2.05,16.38,0,40.88
SAT,2014,7,201407,65.56,43.95,3.39,12.48,0.18,39.98
SLC,2014,7,201407,56.86,40.32,0.21,15.55,0,43.92
IND,2014,7,201407,72.78,33.88,0.61,19.86,0,45.65
BNA,2014,7,201407,73.13,32.59,4,17.49,0.4,45.52
ORF,2014,7,201407,62.3,51.39,0.35,7.61,0,40.65
FLL,2014,7,201407,72.31,29.61,2.4,39.63,0,28.37
TPA,2014,7,201407,72.13,37.27,9.13,21.72,0.57,31.31
MKE,2014,7,201407,66.07,27.16,2.16,17.95,0,52.74
LIH,2014,7,201407,85.48,56.33,0,33.22,0,10.44
ANC,2014,7,201407,58.06,51,0,27.77,0,21.23
AUS,2014,7,201407,74.1,40.75,3.04,19.68,0,36.53
LIT,2014,7,201407,70.65,39.56,1.22,29.19,0,30
PHL,2014,7,201407,68.98,30.74,6.05,36.55,0,26.67
ABQ,2014,7,201407,69.01,41.92,0.39,13.68,0,44.01
ICT,2014,7,201407,70.94,40.85,4.53,7.21,0,47.38
OKC,2014,7,201407,64.11,41.28,1.32,10.41,0,46.99
DAY,2014,7,201407,75,37.59,2.45,13.36,0,46.64
MEM,2014,7,201407,74.83,37.08,2.19,22.51,0,38.22
DSM,2014,7,201407,64.29,37,0.4,13.8,0,48.8
MSP,2014,7,201407,66.67,33.57,1.54,21.11,0,43.77
PIT,2014,7,201407,67.78,38.09,2.67,10.79,0,48.43
PSP,2014,7,201407,58.06,63.15,6.62,0,0,30.15
SDF,2014,7,201407,56.41,38.04,0.57,35.22,0,26.18
OMA,2014,7,201407,59.06,31.05,2.07,19.97,0,46.92
BHM,2014,7,201407,56.14,30.64,3.68,5.24,0,60.4
FAT,2014,7,201407,65.57,57.14,5.86,11.33,0,25.67
CLE,2014,7,201407,73.63,35.42,4.54,26.83,0,33.21
EGE,2014,7,201407,57.14,38.07,0,4,0,57.87
XNA,2014,7,201407,86.21,44.13,0.5,7.88,0,47.5
RIC,2014,7,201407,69.32,32.19,0.74,18.41,0,48.67
CRP,2014,7,201407,68.42,38.22,5.11,15.72,0,40.89
PBI,2014,7,201407,75.61,35.33,5.07,33.83,0,25.77
HSV,2014,7,201407,62.79,46.53,2.63,20.81,0,30.06
SMF,2014,7,201407,72.36,43.03,6.29,15.71,0,34.97
DCA,2014,7,201407,81.45,8.7,3.78,75,0.61,11.96
SEA,2014,7,201407,85.06,17.95,1.66,36.36,0.29,43.74
LAX,2014,7,201407,84.88,25.99,0.88,52.25,0,20.88
EWR,2014,7,201407,75.41,6.67,23.93,60.73,0,8.73
BOS,2014,7,201407,88.39,18.56,5.56,65.83,0,10.06
MCO,2014,7,201407,70,27.83,6,62.06,0,4.17
ORD,2014,7,201407,80.77,31.23,0,46.8,0,21.97
PDX,2014,7,201407,87.94,15.31,1.74,28.72,0.75,53.49
PHL,2014,7,201407,74.19,0,30.63,69.38,0,0
FLL,2014,7,201407,77.42,0,42.86,57.14,0,0
MSP,2014,7,201407,80.65,11.75,5.42,62.83,0,20.08
ADQ,2014,7,201407,89.66,40.83,16.67,42.5,0,0
ANC,2014,7,201407,84.57,28.01,2.9,27.08,3.31,38.7
BET,2014,7,201407,83.53,40.29,14.29,18.71,0,26.71
SCC,2014,7,201407,74.68,33.2,13.35,31.2,0,22.25
BRW,2014,7,201407,70.89,3.91,4.35,29.48,1.78,60.48
FAI,2014,7,201407,86.56,45.08,4,11.72,4.64,34.56
SIT,2014,7,201407,83.87,20.96,4,32,0,43.08
JNU,2014,7,201407,86.33,19.33,4.31,31,2.81,42.57
KTN,2014,7,201407,87.4,25.29,0,43.55,0,31.16
CDV,2014,7,201407,83.87,28.5,0,28.5,0,43
YAK,2014,7,201407,83.87,35.6,0,23.2,0,41.2
PSG,2014,7,201407,90.32,3,12.5,31.67,16.67,36.33
WRG,2014,7,201407,91.94,20,0,2.6,0,77.4
SAN,2014,7,201407,88.04,34.16,7.58,29.02,0,29.25
SFO,2014,7,201407,68.9,10.12,7.05,66.62,0,16.2
SJC,2014,7,201407,88.46,29.85,4.77,20.5,0,44.9
PSP,2014,7,201407,63.64,1.38,0,31.88,0,66.75
OAK,2014,7,201407,87.1,30.61,0,28.21,0,41.18
SMF,2014,7,201407,83.02,23.31,3.11,47.39,0,26.19
GST,2014,7,201407,83.87,20,0,72,0,8
OME,2014,7,201407,87.1,29.88,0,43.38,0,26.75
OTZ,2014,7,201407,91.94,25.6,0,17.4,0,57
AKN,2014,7,201407,87.1,0,0,38,0,62
DLG,2014,7,201407,83.87,39.2,0,4.6,0,56.2
SNA,2014,7,201407,86.49,18.65,1.57,36.95,0,42.83
BUR,2014,7,201407,86.96,27.33,0,60.75,0,11.92
ONT,2014,7,201407,79.57,20.47,0,43.42,0,36.11
LAS,2014,7,201407,81.77,25.68,1.07,42.39,0,30.88
BLI,2014,7,201407,88.89,53.4,0,6.6,0,40
PHX,2014,7,201407,76.24,18.93,0,71.33,0,9.74
TUS,2014,7,201407,70.97,40.89,0,44.33,0,14.78
DFW,2014,7,201407,87.1,35,10.88,41,0,13.13
SAT,2014,7,201407,77.42,27.86,0,58.57,0,13.57
DEN,2014,7,201407,86.45,27,3.48,49,1.43,19.05
AUS,2014,7,201407,80.65,0,14.17,69.17,0,16.67
GEG,2014,7,201407,85.06,31.3,3.17,29.26,0,36.26
SLC,2014,7,201407,88.48,27.96,0,17.96,0,54.08
IAH,2014,7,201407,61.29,40.67,5.33,30.58,0,23.42
ATL,2014,7,201407,93.55,24.5,0,75.5,0,0
STL,2014,7,201407,87.1,0,14.75,42.25,0,43
MCI,2014,7,201407,90.32,33.33,0,20,10,36.33
TPA,2014,7,201407,93.55,50,50,0,0,0
MSY,2014,7,201407,87.1,25,25,4.25,20.75,25
KOA,2014,7,201407,92.41,49.17,16.67,17.5,0,16.67
OGG,2014,7,201407,91.53,37.9,0,47.81,0,14.29
HNL,2014,7,201407,88.94,29.29,0.67,38.08,4.17,27.79
LIH,2014,7,201407,89.72,48.82,0,42.09,0,9.09
ADK,2014,7,201407,77.78,50,0,50,0,0
MCO,2014,7,201407,70.37,30.28,1.51,31.41,0.79,36.01
SYR,2014,7,201407,66.94,45,6.37,21.46,0,27.17
BOS,2014,7,201407,70.33,19.26,3.39,27.77,0.41,49.18
EWR,2014,7,201407,63.87,21.2,3.53,42.56,0,32.71
