iata,name,year,month,efficiencyFactor
MSO, Missoula International,2014,1,72.2
SAN, San Diego International,2014,1,79.49
ATW, Appleton International,2014,1,55.07
CID, The Eastern Iowa,2014,1,61.54
CLE, Cleveland-Hopkins International,2014,1,76.26
ORD, Chicago O'Hare International,2014,1,70.25
TUL, Tulsa International,2014,1,71.43
GJT, Grand Junction Regional,2014,1,91.52
DSM, Des Moines International,2014,1,62.5
ABQ, Albuquerque International Sunport,2014,1,83.94
SMF, Sacramento International,2014,1,80.67
BIS, Bismarck Municipal,2014,1,73.47
PDX, Portland International,2014,1,81.61
SAF, Santa Fe Municipal,2014,1,95.24
SBA, Santa Barbara Municipal,2014,1,82.08
SJC, Norman Y. Mineta San Jose International,2014,1,82.75
ONT, Ontario International,2014,1,76.89
PSP, Palm Springs International,2014,1,82.12
MSY, Louis Armstrong New Orleans International,2014,1,72.86
AVL, Asheville Regional,2014,1,66.67
GCC, Gillette Campbell County,2014,1,63.71
SGU, St George Regional,2014,1,80
CLD, McClellan-Palomar,2014,1,83.57
CMX, Houghton County Memorial,2014,1,66.13
DFW, Dallas/Fort Worth International,2014,1,64.82
MCI, Kansas City International,2014,1,62.94
COS, City of Colorado Springs Municipal,2014,1,69.15
IDA, Idaho Falls Regional,2014,1,79.37
OKC, Will Rogers World,2014,1,70.11
MRY, Monterey Regional,2014,1,83.33
BFL, Meadows Field,2014,1,80.73
YUM, Yuma MCAS/Yuma International,2014,1,90.53
ELP, El Paso International,2014,1,81.43
FLG, Flagstaff Pulliam,2014,1,94.57
IAH, George Bush Intercontinental/Houston,2014,1,76.68
IND, Indianapolis International,2014,1,79.09
OMA, Eppley Airfield,2014,1,74.88
RAP, Rapid City Regional,2014,1,75.19
IAD, Washington Dulles International,2014,1,64.34
CHS, Charleston AFB/International,2014,1,68.18
SEA, Seattle/Tacoma International,2014,1,78.37
SNA, John Wayne Airport-Orange County,2014,1,79.41
OAK, Metropolitan Oakland International,2014,1,82.83
STL, Lambert-St. Louis International,2014,1,76.92
ICT, Wichita Dwight D Eisenhower National,2014,1,62.83
BUR, Bob Hope,2014,1,79.39
AUS, Austin - Bergstrom International,2014,1,75.9
BHM, Birmingham-Shuttlesworth International,2014,1,55.17
SAT, San Antonio International,2014,1,74.14
RDM, Roberts Field,2014,1,81.29
LAS, McCarran International,2014,1,77.05
PAH, Barkley Regional,2014,1,72.58
ACV, Arcata,2014,1,81.78
FSD, Joe Foss Field,2014,1,60.13
RDD, Redding Municipal,2014,1,89.25
DAY, James M Cox/Dayton International,2014,1,70.69
SYR, Syracuse Hancock International,2014,1,54.55
MFR, Rogue Valley International - Medford,2014,1,75.36
GUC, Gunnison-Crested Butte Regional,2014,1,62.16
MOT, Minot International,2014,1,55.45
GTF, Great Falls International,2014,1,75
HIB, Range Regional,2014,1,76.36
SBP, San Luis County Regional,2014,1,80.98
XNA, Northwest Arkansas Regional,2014,1,62.79
MAF, Midland International,2014,1,77
PIA, General Downing - Peoria International,2014,1,84.21
GRB, Green Bay Austin Straubel International,2014,1,70.37
ATL, Hartsfield-Jackson Atlanta International,2014,1,73.71
FAR, Hector International,2014,1,64.02
MEM, Memphis International,2014,1,64.81
BIL, Billings Logan International,2014,1,84.92
ASE, Aspen Pitkin County Sardy Field,2014,1,74.58
BOI, Boise Air Terminal,2014,1,74.86
LMT, Crater Lake Klamath Regional,2014,1,90.32
LEX, Blue Grass,2014,1,77.27
LNK, Lincoln Airport,2014,1,64.29
MFE, McAllen Miller International,2014,1,43.75
DAL, Dallas Love Field,2014,1,55.56
HRL, Valley International,2014,1,87.5
SGF, Springfield-Branson National,2014,1,66.67
DRO, Durango La Plata County,2014,1,87.36
HDN, Yampa Valley,2014,1,71.25
EUG, Mahlon Sweet Field,2014,1,77.4
CLT, Charlotte Douglas International,2014,1,70
RSW, Southwest Florida International,2014,1,61.54
ISN, Sloulin Field International,2014,1,77.14
LSE, La Crosse Regional,2014,1,66.04
CPR, Casper/Natrona County International,2014,1,74.86
CVG, Cincinnati/Northern Kentucky International,2014,1,69.46
BOS, Logan International,2014,1,73.81
SDF, Louisville International-Standiford Field,2014,1,77.78
MMH, Mammoth Lakes Airport,2014,1,86.57
CMH, Port Columbus International,2014,1,42.86
MTJ, Montrose Regional,2014,1,62.12
MKG, Muskegon County,2014,1,77.42
GFK, Grand Forks International,2014,1,66.67
FWA, Fort Wayne International,2014,1,80.62
GRR, Gerald R. Ford International,2014,1,61.43
JAC, Jackson Hole,2014,1,67.63
ORF, Norfolk International,2014,1,66.67
RDU, Raleigh-Durham International,2014,1,83.33
JFK, John F. Kennedy International,2014,1,64.42
LGB, Long Beach Airport,2014,1,88.31
FCA, Glacier Park International,2014,1,77.48
PSC, Tri Cities,2014,1,71.86
BNA, Nashville International,2014,1,71.72
GEG, Spokane International,2014,1,74.36
HLN, Helena Regional,2014,1,78.81
LAN, Capital Region International,2014,1,85.19
RST, Rochester International,2014,1,62.5
MBS, MBS International,2014,1,79.49
LWS, Lewiston Nez Perce County,2014,1,87.04
MDW, Chicago Midway International,2014,1,68.18
DIK, Dickinson - Theodore Roosevelt Regional,2014,1,77.97
SUN, Friedman Memorial,2014,1,81.25
PIT, Pittsburgh International,2014,1,71.43
DCA, Ronald Reagan Washington National,2014,1,86.67
LIT, Bill and Hillary Clinton Nat Adams Field,2014,1,70.31
MLI, Quad City International,2014,1,70
BRO, Brownsville South Padre Island International,2014,1,0
PBI, Palm Beach International,2014,1,80
RKS, Rock Springs Sweetwater County,2014,1,80.65
CEC, Jack McNamara Field,2014,1,80
EAU, Chippewa Valley Regional,2014,1,77.42
CIC, Chico Municipal,2014,1,75
SPI, Abraham Lincoln Capital,2014,1,68.82
MOD, Modesto City-County-Harry Sham Field,2014,1,79.57
LAR, Laramie Regional,2014,1,58.06
CWA, Central Wisconsin,2014,1,100
MIA, Miami International,2014,1,33.33
SMX, Santa Maria Public/Capt. G. Allan Hancock Field,2014,1,89.22
ABR, Aberdeen Regional,2014,1,74.19
APN, Alpena County Regional,2014,1,73.21
BJI, Bemidji Regional,2014,1,70.97
TWF, Joslin Field - Magic Valley Regional,2014,1,81.03
BRD, Brainerd Lakes Regional,2014,1,75.95
BTM, Bert Mooney,2014,1,83.87
CDC, Cedar City Regional,2014,1,85.19
IMT, Ford,2014,1,79.66
RHI, Rhinelander/Oneida County,2014,1,80
INL, Falls International Einarson Field,2014,1,79.63
PIH, Pocatello Regional,2014,1,82.14
EKO, Elko Regional,2014,1,89.66
IAH, George Bush Intercontinental/Houston,2014,1,78.66
HNL, Honolulu International,2014,1,64.56
EWR, Newark Liberty International,2014,1,79.52
DEN, Denver International,2014,1,77.14
LAS, McCarran International,2014,1,79.12
SFO, San Francisco International,2014,1,75.51
BOS, Logan International,2014,1,80.37
IAD, Washington Dulles International,2014,1,79.17
SAN, San Diego International,2014,1,73.61
GEG, Spokane International,2014,1,69.49
GUM, Guam International,2014,1,77.42
ORD, Chicago O'Hare International,2014,1,74.16
AUS, Austin - Bergstrom International,2014,1,71.73
LGA, LaGuardia,2014,1,79.07
DFW, Dallas/Fort Worth International,2014,1,72.49
SNA, John Wayne Airport-Orange County,2014,1,80.76
MCO, Orlando International,2014,1,70.76
FLL, Fort Lauderdale-Hollywood International,2014,1,69.47
PBI, Palm Beach International,2014,1,70.09
LAX, Los Angeles International,2014,1,76.88
CLE, Cleveland-Hopkins International,2014,1,78.89
PDX, Portland International,2014,1,68.91
MIA, Miami International,2014,1,70.43
DCA, Ronald Reagan Washington National,2014,1,79.57
CMH, Port Columbus International,2014,1,51.61
PHX, Phoenix Sky Harbor International,2014,1,74.06
JFK, John F. Kennedy International,2014,1,78.54
SEA, Seattle/Tacoma International,2014,1,68.67
MSY, Louis Armstrong New Orleans International,2014,1,82.12
PHL, Philadelphia International,2014,1,72.18
PIT, Pittsburgh International,2014,1,79.26
SAT, San Antonio International,2014,1,84.38
BWI, Baltimore/Washington International Thurgood Marshall,2014,1,80.17
RSW, Southwest Florida International,2014,1,70.66
MDT, Harrisburg International,2014,1,64.29
RDU, Raleigh-Durham International,2014,1,73.28
SLC, Salt Lake City International,2014,1,81.82
TPA, Tampa International,2014,1,70.55
OGG, Kahului Airport,2014,1,79.11
ALB, Albany International,2014,1,88.89
JAC, Jackson Hole,2014,1,68.83
LIH, Lihue Airport,2014,1,81.33
BUF, Buffalo Niagara International,2014,1,69.64
MSP, Minneapolis-St Paul International,2014,1,77.4
RNO, Reno/Tahoe International,2014,1,77.94
STL, Lambert-St. Louis International,2014,1,85
DTW, Detroit Metro Wayne County,2014,1,74.29
CLT, Charlotte Douglas International,2014,1,74.07
MCI, Kansas City International,2014,1,74
IND, Indianapolis International,2014,1,92
OMA, Eppley Airfield,2014,1,69.62
DSM, Des Moines International,2014,1,49.09
KOA, Kona International Airport at Keahole,2014,1,67.96
SMF, Sacramento International,2014,1,69.11
EGE, Eagle County Regional,2016,4,100
HDN, Yampa Valley,2016,4,100
JAC, Jackson Hole,2016,4,100
MTJ, Montrose Regional,2016,4,100
SFO, San Francisco International,2016,4,75.65
DAL, Dallas Love Field,2016,4,85.25
LAX, Los Angeles International,2016,4,81.46
LAS, McCarran International,2016,4,70
IAD, Washington Dulles International,2016,4,82.48
SAN, San Diego International,2016,4,75.31
JFK, John F. Kennedy International,2016,4,77.63
EWR, Newark Liberty International,2016,4,73.33
SEA, Seattle/Tacoma International,2016,4,75.9
ORD, Chicago O'Hare International,2016,4,71.17
AUS, Austin - Bergstrom International,2016,4,72.73
PDX, Portland International,2016,4,84.13
DCA, Ronald Reagan Washington National,2016,4,67.57
MCO, Orlando International,2016,4,83.33
FLL, Fort Lauderdale-Hollywood International,2016,4,80.75
BOS, Logan International,2016,4,74.1
OGG, Kahului Airport,2016,4,81.25
HNL, Honolulu International,2016,4,93.75
PSP, Palm Springs International,2016,4,78.72
LGA, LaGuardia,2016,4,62.26
DEN, Denver International,2016,4,83.53
MDW, Chicago Midway International,2016,4,85.7
MEM, Memphis International,2016,4,80.37
MHT, Manchester-Boston Regional,2016,4,85.65
MKE, General Mitchell International,2016,4,83.36
MSP, Minneapolis-St Paul International,2016,4,77.08
MSY, Louis Armstrong New Orleans International,2016,4,82.38
AUS, Austin - Bergstrom International,2016,4,79.73
BDL, Bradley International,2016,4,84.27
BHM, Birmingham-Shuttlesworth International,2016,4,87.91
BNA, Nashville International,2016,4,84.31
BOI, Boise Air Terminal,2016,4,73.48
BOS, Logan International,2016,4,80.73
BUF, Buffalo Niagara International,2016,4,86.9
BUR, Bob Hope,2016,4,83.17
BWI, Baltimore/Washington International Thurgood Marshall,2016,4,86.91
CAK, Akron-Canton Regional,2016,4,75.19
CHS, Charleston AFB/International,2016,4,88.57
CLE, Cleveland-Hopkins International,2016,4,81.07
CLT, Charlotte Douglas International,2016,4,69.94
CMH, Port Columbus International,2016,4,85.2
CRP, Corpus Christi International,2016,4,81.08
DAL, Dallas Love Field,2016,4,81.4
DAY, James M Cox/Dayton International,2016,4,83.64
DCA, Ronald Reagan Washington National,2016,4,83.49
DEN, Denver International,2016,4,83.94
DSM, Des Moines International,2016,4,81.61
DTW, Detroit Metro Wayne County,2016,4,79.9
ECP, Northwest Florida Beaches International,2016,4,76.92
ELP, El Paso International,2016,4,79.01
EWR, Newark Liberty International,2016,4,75.21
FLL, Fort Lauderdale-Hollywood International,2016,4,84.7
FNT, Bishop International,2016,4,85.83
GEG, Spokane International,2016,4,80.23
GRR, Gerald R. Ford International,2016,4,79.67
GSP, Greenville-Spartanburg International,2016,4,80.39
HOU, William P Hobby,2016,4,79.66
HRL, Valley International,2016,4,80.12
IAD, Washington Dulles International,2016,4,86.41
ICT, Wichita Dwight D Eisenhower National,2016,4,86.99
IND, Indianapolis International,2016,4,81.43
ISP, Long Island MacArthur,2016,4,83.99
JAX, Jacksonville International,2016,4,83.12
LAS, McCarran International,2016,4,80.27
LAX, Los Angeles International,2016,4,73.81
LBB, Lubbock Preston Smith International,2016,4,77.16
LGA, LaGuardia,2016,4,78.3
LIT, Bill and Hillary Clinton Nat Adams Field,2016,4,82.59
MAF, Midland International,2016,4,82.61
MCI, Kansas City International,2016,4,81.86
MCO, Orlando International,2016,4,86.05
SAT, San Antonio International,2016,4,80.31
SDF, Louisville International-Standiford Field,2016,4,80.28
SEA, Seattle/Tacoma International,2016,4,78.11
SFO, San Francisco International,2016,4,74.51
SJC, Norman Y. Mineta San Jose International,2016,4,82.27
SJU, Luis Munoz Marin International,2016,4,88.81
SLC, Salt Lake City International,2016,4,79.55
SMF, Sacramento International,2016,4,82.4
SNA, John Wayne Airport-Orange County,2016,4,85.39
STL, Lambert-St. Louis International,2016,4,82.39
TPA, Tampa International,2016,4,85.32
TUL, Tulsa International,2016,4,75.93
TUS, Tucson International,2016,4,80.82
ABQ, Albuquerque International Sunport,2016,4,80.46
ALB, Albany International,2016,4,83.97
AMA, Rick Husband Amarillo International,2016,4,81.43
ATL, Hartsfield-Jackson Atlanta International,2016,4,83.02
PHX, Phoenix Sky Harbor International,2016,4,82.88
OAK, Metropolitan Oakland International,2016,4,81.09
OKC, Will Rogers World,2016,4,78.04
OMA, Eppley Airfield,2016,4,82.79
ONT, Ontario International,2016,4,80.5
ORF, Norfolk International,2016,4,86.86
PBI, Palm Beach International,2016,4,81.54
PDX, Portland International,2016,4,79.73
PHL, Philadelphia International,2016,4,81.73
PIT, Pittsburgh International,2016,4,84.45
PNS, Pensacola International,2016,4,85.71
PVD, Theodore Francis Green State,2016,4,86.4
PWM, Portland International Jetport,2016,4,84.71
RDU, Raleigh-Durham International,2016,4,84.07
RIC, Richmond International,2016,4,79.38
RNO, Reno/Tahoe International,2016,4,83.79
ROC, Greater Rochester International,2016,4,81.29
RSW, Southwest Florida International,2016,4,83.21
SAN, San Diego International,2016,4,81.41
AGS, Augusta Regional at Bush Field,2016,4,100
FAI, Fairbanks International,2016,4,0
MKE, General Mitchell International,2016,4,100
JFK, John F. Kennedy International,2016,5,80.19
LAX, Los Angeles International,2016,5,80.5
DFW, Dallas/Fort Worth International,2016,5,82.88
OKC, Will Rogers World,2016,5,75.42
OGG, Kahului Airport,2016,5,85.96
HNL, Honolulu International,2016,5,84.87
SFO, San Francisco International,2016,5,72.11
ORD, Chicago O'Hare International,2016,5,79.51
PHL, Philadelphia International,2016,5,83.57
MIA, Miami International,2016,5,79.92
EWR, Newark Liberty International,2016,5,70.66
MCO, Orlando International,2016,5,76.81
BOS, Logan International,2016,5,82.07
LGA, LaGuardia,2016,5,75.13
STT, Cyril E King,2016,5,73.36
SDF, Louisville International-Standiford Field,2016,5,82.22
ELP, El Paso International,2016,5,75
DCA, Ronald Reagan Washington National,2016,5,79.48
SAN, San Diego International,2016,5,85.55
DEN, Denver International,2016,5,77.47
XNA, Northwest Arkansas Regional,2016,5,40
RDU, Raleigh-Durham International,2016,5,78.63
AUS, Austin - Bergstrom International,2016,5,83.37
LAS, McCarran International,2016,5,83.84
LIH, Lihue Airport,2016,5,90.12
SJU, Luis Munoz Marin International,2016,5,77.82
ATL, Hartsfield-Jackson Atlanta International,2016,5,79.83
TPA, Tampa International,2016,5,80.53
SNA, John Wayne Airport-Orange County,2016,5,86.03
KOA, Kona International Airport at Keahole,2016,5,87.32
BNA, Nashville International,2016,5,80.81
PHX, Phoenix Sky Harbor International,2016,5,88.18
CLT, Charlotte Douglas International,2016,5,86.04
SMF, Sacramento International,2016,5,84.36
SEA, Seattle/Tacoma International,2016,5,81.71
LBB, Lubbock Preston Smith International,2016,5,75
DTW, Detroit Metro Wayne County,2016,5,80.11
TUS, Tucson International,2016,5,77.74
IND, Indianapolis International,2016,5,82.35
OMA, Eppley Airfield,2016,5,86.51
MSP, Minneapolis-St Paul International,2016,5,78.35
SAT, San Antonio International,2016,5,80.76
MEM, Memphis International,2016,5,81.07
SLC, Salt Lake City International,2016,5,84.57
PBI, Palm Beach International,2016,5,75.32
PDX, Portland International,2016,5,86.89
SJC, Norman Y. Mineta San Jose International,2016,5,84.78
RIC, Richmond International,2016,5,72.86
RNO, Reno/Tahoe International,2016,5,84.74
STL, Lambert-St. Louis International,2016,5,79.25
CLE, Cleveland-Hopkins International,2016,5,81.37
RSW, Southwest Florida International,2016,5,80.93
IAH, George Bush Intercontinental/Houston,2016,5,75.96
MCI, Kansas City International,2016,5,80.78
MSY, Louis Armstrong New Orleans International,2016,5,79.2
JAX, Jacksonville International,2016,5,80.99
TUL, Tulsa International,2016,5,77.1
FLL, Fort Lauderdale-Hollywood International,2016,5,78.74
ORF, Norfolk International,2016,5,78.86
ABQ, Albuquerque International Sunport,2016,5,76.32
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,78.98
ONT, Ontario International,2016,5,81.74
DAY, James M Cox/Dayton International,2016,5,73.21
IAD, Washington Dulles International,2016,5,78.93
FAT, Fresno Yosemite International,2016,5,76.19
PSP, Palm Springs International,2016,5,81.19
DSM, Des Moines International,2016,5,86.78
MFE, McAllen Miller International,2016,5,80.43
PIT, Pittsburgh International,2016,5,83.62
COS, City of Colorado Springs Municipal,2016,5,67.78
MKE, General Mitchell International,2016,5,82.19
STX, Henry E. Rohlsen,2016,5,77.27
BDL, Bradley International,2016,5,87.32
CMH, Port Columbus International,2016,5,82.97
PVD, Theodore Francis Green State,2016,5,80.52
ALB, Albany International,2016,5,83.15
BUF, Buffalo Niagara International,2016,5,88.29
ROC, Greater Rochester International,2016,5,87.93
MDT, Harrisburg International,2016,5,64.52
GEG, Spokane International,2016,5,96.77
BOI, Boise Air Terminal,2016,5,90.91
OAK, Metropolitan Oakland International,2016,5,91.94
ANC, Ted Stevens Anchorage International,2016,5,77.42
PWM, Portland International Jetport,2016,5,82.86
SYR, Syracuse Hancock International,2016,5,81.03
CHS, Charleston AFB/International,2016,5,93.65
ILM, Wilmington International,2016,5,90
SAV, Savannah/Hilton Head International,2016,5,100
LAS, McCarran International,2016,5,90.21
SEA, Seattle/Tacoma International,2016,5,91.37
PDX, Portland International,2016,5,92.83
PHX, Phoenix Sky Harbor International,2016,5,90.79
BLI, Bellingham International,2016,5,96.59
TUS, Tucson International,2016,5,80.65
DFW, Dallas/Fort Worth International,2016,5,91.94
SAT, San Antonio International,2016,5,80.65
DEN, Denver International,2016,5,81.69
AUS, Austin - Bergstrom International,2016,5,80.65
ORD, Chicago O'Hare International,2016,5,87.85
GEG, Spokane International,2016,5,90.48
STL, Lambert-St. Louis International,2016,5,87.1
SLC, Salt Lake City International,2016,5,93.41
SAN, San Diego International,2016,5,92.29
LAX, Los Angeles International,2016,5,90.27
RDU, Raleigh-Durham International,2016,5,96.77
IAD, Washington Dulles International,2016,5,83.87
ANC, Ted Stevens Anchorage International,2016,5,90.69
BNA, Nashville International,2016,5,77.42
BOS, Logan International,2016,5,90.91
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,87.93
MCI, Kansas City International,2016,5,88.71
SFO, San Francisco International,2016,5,74.95
ATL, Hartsfield-Jackson Atlanta International,2016,5,90.32
IAH, George Bush Intercontinental/Houston,2016,5,88.68
MCO, Orlando International,2016,5,96.43
DCA, Ronald Reagan Washington National,2016,5,89.52
ABQ, Albuquerque International Sunport,2016,5,90.32
MSY, Louis Armstrong New Orleans International,2016,5,96.77
TPA, Tampa International,2016,5,93.55
DTW, Detroit Metro Wayne County,2016,5,77.42
CHS, Charleston AFB/International,2016,5,94.44
SMF, Sacramento International,2016,5,92
OGG, Kahului Airport,2016,5,93.48
SJC, Norman Y. Mineta San Jose International,2016,5,92.69
KOA, Kona International Airport at Keahole,2016,5,92.24
OAK, Metropolitan Oakland International,2016,5,92.09
LIH, Lihue Airport,2016,5,96.91
HNL, Honolulu International,2016,5,94.69
JFK, John F. Kennedy International,2016,5,96.77
EWR, Newark Liberty International,2016,5,80.65
PHL, Philadelphia International,2016,5,90.32
FLL, Fort Lauderdale-Hollywood International,2016,5,87.1
MSP, Minneapolis-St Paul International,2016,5,91.94
ADQ, Kodiak Airport,2016,5,96.08
BET, Bethel Airport,2016,5,95.12
BRW, Wiley Post/Will Rogers Memorial,2016,5,97.5
SCC, Deadhorse Airport,2016,5,92.5
FAI, Fairbanks International,2016,5,88.7
JNU, Juneau International,2016,5,90.83
KTN, Ketchikan International,2016,5,91.63
YAK, Yakutat Airport,2016,5,95.08
CDV, Merle K Mudhole Smith,2016,5,91.8
SIT, Sitka Rocky Gutierrez,2016,5,90.29
WRG, Wrangell Airport,2016,5,88.71
PSG, Petersburg James A Johnson,2016,5,91.94
OME, Nome Airport,2016,5,90.16
OTZ, Ralph Wien Memorial,2016,5,95.16
SNA, John Wayne Airport-Orange County,2016,5,89.9
PSP, Palm Springs International,2016,5,85.56
ONT, Ontario International,2016,5,92.94
BUR, Bob Hope,2016,5,95.61
ADK, Adak,2016,5,88.89
JFK, John F. Kennedy International,2016,5,82.55
FLL, Fort Lauderdale-Hollywood International,2016,5,76.47
SJU, Luis Munoz Marin International,2016,5,81.94
EWR, Newark Liberty International,2016,5,71.08
LAS, McCarran International,2016,5,80.54
LGB, Long Beach Airport,2016,5,86.93
SFO, San Francisco International,2016,5,78.56
BOS, Logan International,2016,5,83.4
SAN, San Diego International,2016,5,87.39
PBI, Palm Beach International,2016,5,74.13
LAX, Los Angeles International,2016,5,84.75
IAD, Washington Dulles International,2016,5,88.46
ABQ, Albuquerque International Sunport,2016,5,86.67
MCO, Orlando International,2016,5,77.32
PSE, Mercedita,2016,5,86.3
SLC, Salt Lake City International,2016,5,84.38
MSY, Louis Armstrong New Orleans International,2016,5,79.74
RNO, Reno/Tahoe International,2016,5,78.26
RIC, Richmond International,2016,5,82.61
BUF, Buffalo Niagara International,2016,5,85.19
ALB, Albany International,2016,5,82.26
TPA, Tampa International,2016,5,80.34
PDX, Portland International,2016,5,84.33
DEN, Denver International,2016,5,86.36
ORD, Chicago O'Hare International,2016,5,86.81
SEA, Seattle/Tacoma International,2016,5,90.15
HPN, Westchester County,2016,5,76.25
SYR, Syracuse Hancock International,2016,5,80.65
DCA, Ronald Reagan Washington National,2016,5,84.57
PHL, Philadelphia International,2016,5,77.4
SMF, Sacramento International,2016,5,92.78
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,84.73
PHX, Phoenix Sky Harbor International,2016,5,79.03
BDL, Bradley International,2016,5,78.03
CHS, Charleston AFB/International,2016,5,81.5
OAK, Metropolitan Oakland International,2016,5,87.3
PSP, Palm Springs International,2016,5,0
SRQ, Sarasota/Bradenton International,2016,5,64
BNA, Nashville International,2016,5,92.59
BTV, Burlington International,2016,5,90.32
ANC, Ted Stevens Anchorage International,2016,5,67.65
SAV, Savannah/Hilton Head International,2016,5,85.71
RDU, Raleigh-Durham International,2016,5,81.76
ROC, Greater Rochester International,2016,5,91.38
LGA, LaGuardia,2016,5,65.95
PWM, Portland International Jetport,2016,5,86.78
CLT, Charlotte Douglas International,2016,5,92.37
HOU, William P Hobby,2016,5,80.65
RSW, Southwest Florida International,2016,5,84.36
SJC, Norman Y. Mineta San Jose International,2016,5,86.89
PVD, Theodore Francis Green State,2016,5,81.72
JAX, Jacksonville International,2016,5,78.74
STX, Henry E. Rohlsen,2016,5,96.77
BUR, Bob Hope,2016,5,83.87
AUS, Austin - Bergstrom International,2016,5,75.27
SWF, Stewart International,2016,5,77.42
CLE, Cleveland-Hopkins International,2016,5,90.52
ACK, Nantucket Memorial,2016,5,88.06
BQN, Rafael Hernandez,2016,5,82.05
DAB, Daytona Beach International,2016,5,80.65
DFW, Dallas/Fort Worth International,2016,5,75.44
STT, Cyril E King,2016,5,85.51
MVY, Martha's Vineyard Airport,2016,5,80.65
PIT, Pittsburgh International,2016,5,85.91
DTW, Detroit Metro Wayne County,2016,5,77.24
ORH, Worcester Regional,2016,5,88.71
HYA, Barnstable Municipal-Boardman/Polando Field,2016,5,100
LAX, Los Angeles International,2016,5,84.96
MSY, Louis Armstrong New Orleans International,2016,5,90.35
ATL, Hartsfield-Jackson Atlanta International,2016,5,90.17
SEA, Seattle/Tacoma International,2016,5,93.5
LGA, LaGuardia,2016,5,80.9
BOI, Boise Air Terminal,2016,5,96.55
FLL, Fort Lauderdale-Hollywood International,2016,5,88.09
AUS, Austin - Bergstrom International,2016,5,87.17
GRR, Gerald R. Ford International,2016,5,90.68
SLC, Salt Lake City International,2016,5,92.97
STL, Lambert-St. Louis International,2016,5,86.82
BIL, Billings Logan International,2016,5,92.05
LIT, Bill and Hillary Clinton Nat Adams Field,2016,5,91.71
BHM, Birmingham-Shuttlesworth International,2016,5,87.34
DTW, Detroit Metro Wayne County,2016,5,91.45
DEN, Denver International,2016,5,85.66
MIA, Miami International,2016,5,87.59
SNA, John Wayne Airport-Orange County,2016,5,89.92
ONT, Ontario International,2016,5,96.67
EWR, Newark Liberty International,2016,5,81.59
TYS, McGhee Tyson,2016,5,89.89
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,92.51
JAN, Jackson Medgar Wiley Evers International,2016,5,88.69
LAS, McCarran International,2016,5,90.69
CVG, Cincinnati/Northern Kentucky International,2016,5,88.84
GRB, Green Bay Austin Straubel International,2016,5,84.34
DCA, Ronald Reagan Washington National,2016,5,87.1
MHT, Manchester-Boston Regional,2016,5,90.32
MCO, Orlando International,2016,5,87.66
MKE, General Mitchell International,2016,5,87.95
MSP, Minneapolis-St Paul International,2016,5,90.14
CLE, Cleveland-Hopkins International,2016,5,89.45
PHL, Philadelphia International,2016,5,86.87
SAN, San Diego International,2016,5,89.76
DSM, Des Moines International,2016,5,85.23
DFW, Dallas/Fort Worth International,2016,5,87.28
PBI, Palm Beach International,2016,5,87.68
IAH, George Bush Intercontinental/Houston,2016,5,83.92
JAX, Jacksonville International,2016,5,88.25
CHS, Charleston AFB/International,2016,5,90.16
RDU, Raleigh-Durham International,2016,5,89.11
DAY, James M Cox/Dayton International,2016,5,87.18
ORD, Chicago O'Hare International,2016,5,83.26
SMF, Sacramento International,2016,5,91.47
AGS, Augusta Regional at Bush Field,2016,5,91.67
PDX, Portland International,2016,5,91.35
SYR, Syracuse Hancock International,2016,5,87.5
FNT, Bishop International,2016,5,95.45
SAV, Savannah/Hilton Head International,2016,5,88.82
MYR, Myrtle Beach International,2016,5,88
TPA, Tampa International,2016,5,88.07
MDW, Chicago Midway International,2016,5,87.23
FAR, Hector International,2016,5,88.76
EYW, Key West International,2016,5,91.3
SFO, San Francisco International,2016,5,76.3
PHX, Phoenix Sky Harbor International,2016,5,89.58
IND, Indianapolis International,2016,5,86.97
SDF, Louisville International-Standiford Field,2016,5,87.41
SAT, San Antonio International,2016,5,90.12
GEG, Spokane International,2016,5,89.58
MCI, Kansas City International,2016,5,86.25
GNV, Gainesville Regional,2016,5,93.33
BOS, Logan International,2016,5,85.19
ATW, Appleton International,2016,5,85.56
COS, City of Colorado Springs Municipal,2016,5,76.92
KOA, Kona International Airport at Keahole,2016,5,94
JFK, John F. Kennedy International,2016,5,86.66
PIT, Pittsburgh International,2016,5,88.5
ROC, Greater Rochester International,2016,5,88.04
CLT, Charlotte Douglas International,2016,5,85.67
ORF, Norfolk International,2016,5,88.59
ANC, Ted Stevens Anchorage International,2016,5,89.16
BNA, Nashville International,2016,5,88.34
IAD, Washington Dulles International,2016,5,87.95
MEM, Memphis International,2016,5,84.27
CMH, Port Columbus International,2016,5,89.38
RSW, Southwest Florida International,2016,5,91.59
HNL, Honolulu International,2016,5,93.47
PNS, Pensacola International,2016,5,86.26
MLB, Melbourne International,2016,5,88.14
BDL, Bradley International,2016,5,90.43
OAK, Metropolitan Oakland International,2016,5,87.76
OGG, Kahului Airport,2016,5,89.25
CHO, Charlottesville Albemarle,2016,5,93.55
PVD, Theodore Francis Green State,2016,5,94.52
OMA, Eppley Airfield,2016,5,88.11
LFT, Lafayette Regional Paul Fournet Field,2016,5,90.32
