iata,name,year,month,efficiencyFactor
BMI, Central Illinois Regional,2016,10,94.23
BTV, Burlington International,2016,10,93.55
GRB, Green Bay Austin Straubel International,2016,10,91.67
KOA, Kona International Airport at Keahole,2016,10,81.63
STT, Cyril E King,2016,10,93.22
SHV, Shreveport Regional,2016,10,100
IAH, George Bush Intercontinental/Houston,2016,10,96.07
ROA, Roanoke Blacksburg Regional Woodrum Field,2016,10,98.25
TRI, Tri-Cities Regional TN/VA,2016,10,100
RNO, Reno/Tahoe International,2016,10,90.32
AGS, Augusta Regional at Bush Field,2016,10,95.05
FNT, Bishop International,2016,10,96.59
GNV, Gainesville Regional,2016,10,96.97
MHT, Manchester-Boston Regional,2016,10,96.77
LGB, Long Beach Airport,2016,10,92.31
RAP, Rapid City Regional,2016,10,87.1
DLH, Duluth International,2016,10,93.1
ABE, Lehigh Valley International,2016,10,100
LFT, Lafayette Regional Paul Fournet Field,2016,10,96.77
EYW, Key West International,2016,10,95.7
GEG, Spokane International,2016,10,94.12
ATW, Appleton International,2016,10,91.67
COS, City of Colorado Springs Municipal,2016,10,92.59
CHA, Lovell Field,2016,10,95.69
MSO, Missoula International,2016,10,0
SGF, Springfield-Branson National,2016,10,91.67
FAY, Fayetteville Regional/Grannis Field,2016,10,100
SAV, Savannah/Hilton Head International,2016,10,95.34
PSC, Tri Cities,2016,10,87.1
ILM, Wilmington International,2016,10,96.77
TVC, Cherry Capital,2016,10,100
LIH, Lihue Airport,2016,10,90.32
JAC, Jackson Hole,2016,10,93.55
OAJ, Albert J Ellis,2016,10,100
EVV, Evansville Regional,2016,10,100
SBN, South Bend International,2016,10,100
DFW, Dallas/Fort Worth International,2016,10,88.33
SAF, Santa Fe Municipal,2016,10,89.09
CLL, Easterwood Field,2016,10,88.24
BTR, Baton Rouge Metropolitan/Ryan Field,2016,10,87.1
LRD, Laredo International,2016,10,93.72
OKC, Will Rogers World,2016,10,95.77
GRK, Robert Gray AAF,2016,10,89.76
LAW, Lawton-Fort Sill Regional,2016,10,89.43
BRO, Brownsville South Padre Island International,2016,10,96.49
SJT, San Angelo Regional/Mathis Field,2016,10,91.67
ABI, Abilene Regional,2016,10,93.1
MTJ, Montrose Regional,2016,10,80
PNS, Pensacola International,2016,10,91.76
MLU, Monroe Regional,2016,10,89.34
DRO, Durango La Plata County,2016,10,90
JAN, Jackson Medgar Wiley Evers International,2016,10,86.5
SHV, Shreveport Regional,2016,10,93.32
LCH, Lake Charles Regional,2016,10,95.27
GRI, Central Nebraska Regional,2016,10,94.74
GCK, Garden City Regional,2016,10,93.55
GGG, East Texas Regional,2016,10,84
MOB, Mobile Regional,2016,10,87.62
ACT, Waco Regional,2016,10,87.27
GSP, Greenville-Spartanburg International,2016,10,84.07
SPS, Sheppard AFB/Wichita Falls Municipal,2016,10,88.04
MAF, Midland International,2016,10,91.67
TYS, McGhee Tyson,2016,10,84.78
HOU, William P Hobby,2016,10,75
TXK, Texarkana Regional-Webb Field,2016,10,96.83
AEX, Alexandria International,2016,10,93.2
LIT, Bill and Hillary Clinton Nat Adams Field,2016,10,88.02
VPS, Eglin AFB Destin Fort Walton Beach,2016,10,87.88
ORD, Chicago O'Hare International,2016,10,84.42
TUL, Tulsa International,2016,10,88.05
ROW, Roswell International Air Center,2016,10,84.62
MEI, Key Field,2016,10,91.57
PIB, Hattiesburg-Laurel Regional,2016,10,88.46
IAH, George Bush Intercontinental/Houston,2016,10,92.24
ABE, Lehigh Valley International,2016,10,79.88
FSD, Joe Foss Field,2016,10,85.09
ATL, Hartsfield-Jackson Atlanta International,2016,10,88.33
BUF, Buffalo Niagara International,2016,10,77.08
BWI, Baltimore/Washington International Thurgood Marshall,2016,10,92
EWR, Newark Liberty International,2016,10,74.66
ALB, Albany International,2016,10,93.75
BNA, Nashville International,2016,10,86.96
XNA, Northwest Arkansas Regional,2016,10,83.14
DCA, Ronald Reagan Washington National,2016,10,74.18
GSO, Piedmont Triad International,2016,10,83.33
ATW, Appleton International,2016,10,86.89
BDL, Bradley International,2016,10,83.33
DAY, James M Cox/Dayton International,2016,10,79.33
CLE, Cleveland-Hopkins International,2016,10,83.81
TVC, Cherry Capital,2016,10,89.74
AVP, Wilkes Barre Scranton International,2016,10,78.79
CHS, Charleston AFB/International,2016,10,79.69
BTV, Burlington International,2016,10,79.56
CID, The Eastern Iowa,2016,10,76.36
MKE, General Mitchell International,2016,10,80.42
MHT, Manchester-Boston Regional,2016,10,78.77
CRP, Corpus Christi International,2016,10,97.85
CWA, Central Wisconsin,2016,10,88.1
MCI, Kansas City International,2016,10,100
MDT, Harrisburg International,2016,10,93.75
IND, Indianapolis International,2016,10,80.12
CAK, Akron-Canton Regional,2016,10,76.82
ELP, El Paso International,2016,10,94.74
RIC, Richmond International,2016,10,79.58
SDF, Louisville International-Standiford Field,2016,10,77.42
ROC, Greater Rochester International,2016,10,79.77
LNK, Lincoln Airport,2016,10,83.49
CMH, Port Columbus International,2016,10,88.03
GRR, Gerald R. Ford International,2016,10,81.14
BHM, Birmingham-Shuttlesworth International,2016,10,87.45
JAX, Jacksonville International,2016,10,79.05
PIA, General Downing - Peoria International,2016,10,90.29
SBN, South Bend International,2016,10,75.27
MSN, Dane County Regional-Truax Field,2016,10,84.62
LAN, Capital Region International,2016,10,84.07
SYR, Syracuse Hancock International,2016,10,76
HSV, Huntsville International-Carl T Jones Field,2016,10,86.67
LEX, Blue Grass,2016,10,83.06
AMA, Rick Husband Amarillo International,2016,10,90.8
COS, City of Colorado Springs Municipal,2016,10,92
PIT, Pittsburgh International,2016,10,87.37
STL, Lambert-St. Louis International,2016,10,85.9
ORF, Norfolk International,2016,10,87.1
FSM, Fort Smith Regional,2016,10,87.1
MEM, Memphis International,2016,10,91.82
ICT, Wichita Dwight D Eisenhower National,2016,10,90.85
SAV, Savannah/Hilton Head International,2016,10,78.3
MFE, McAllen Miller International,2016,10,83.33
ECP, Northwest Florida Beaches International,2016,10,84.31
CLT, Charlotte Douglas International,2016,10,76.19
FNT, Bishop International,2016,10,84.96
ERI, Erie International/Tom Ridge Field,2016,10,87.72
EVV, Evansville Regional,2016,10,85.4
OMA, Eppley Airfield,2016,10,81.11
MLI, Quad City International,2016,10,84.52
LBB, Lubbock Preston Smith International,2016,10,95.83
CVG, Cincinnati/Northern Kentucky International,2016,10,97.73
BOS, Logan International,2016,10,81.1
TUS, Tucson International,2016,10,100
CLE, Cleveland-Hopkins International,2014,5,62.29
CLT, Charlotte Douglas International,2014,5,70.17
CMH, Port Columbus International,2014,5,71.16
CRP, Corpus Christi International,2014,5,70.09
DAL, Dallas Love Field,2014,5,75.12
DAY, James M Cox/Dayton International,2014,5,69.92
DCA, Ronald Reagan Washington National,2014,5,80.65
DEN, Denver International,2014,5,71.88
ABQ, Albuquerque International Sunport,2014,5,68.61
ALB, Albany International,2014,5,70.18
AMA, Rick Husband Amarillo International,2014,5,75.32
ATL, Hartsfield-Jackson Atlanta International,2014,5,77.51
AUS, Austin - Bergstrom International,2014,5,73.3
BDL, Bradley International,2014,5,69.59
BHM, Birmingham-Shuttlesworth International,2014,5,72.91
BKG, Branson Airport,2014,5,79.57
BNA, Nashville International,2014,5,73.57
BOI, Boise Air Terminal,2014,5,70.47
BOS, Logan International,2014,5,71.8
BUF, Buffalo Niagara International,2014,5,70.71
OMA, Eppley Airfield,2014,5,64.07
ONT, Ontario International,2014,5,70.5
ORF, Norfolk International,2014,5,72.86
PBI, Palm Beach International,2014,5,71.83
PDX, Portland International,2014,5,71.54
PHL, Philadelphia International,2014,5,68.43
PHX, Phoenix Sky Harbor International,2014,5,74.59
PIT, Pittsburgh International,2014,5,76.02
PNS, Pensacola International,2014,5,72.04
PVD, Theodore Francis Green State,2014,5,69.84
PWM, Portland International Jetport,2014,5,65.52
RDU, Raleigh-Durham International,2014,5,71.83
RIC, Richmond International,2014,5,87.1
RNO, Reno/Tahoe International,2014,5,77.58
ROC, Greater Rochester International,2014,5,70
RSW, Southwest Florida International,2014,5,81.76
SAN, San Diego International,2014,5,71.92
SAT, San Antonio International,2014,5,72.77
SDF, Louisville International-Standiford Field,2014,5,64.99
SEA, Seattle/Tacoma International,2014,5,67.9
SFO, San Francisco International,2014,5,59.41
SJC, Norman Y. Mineta San Jose International,2014,5,73.03
SJU, Luis Munoz Marin International,2014,5,78.52
SLC, Salt Lake City International,2014,5,68.78
SMF, Sacramento International,2014,5,74.93
SNA, John Wayne Airport-Orange County,2014,5,75.91
DSM, Des Moines International,2014,5,69.89
DTW, Detroit Metro Wayne County,2014,5,65.71
ECP, Northwest Florida Beaches International,2014,5,68.37
ELP, El Paso International,2014,5,70.14
EWR, Newark Liberty International,2014,5,52.94
EYW, Key West International,2014,5,88.17
FLL, Fort Lauderdale-Hollywood International,2014,5,77.7
FNT, Bishop International,2014,5,78.67
GEG, Spokane International,2014,5,72.76
GRR, Gerald R. Ford International,2014,5,67.03
GSP, Greenville-Spartanburg International,2014,5,66.9
HOU, William P Hobby,2014,5,71.72
HRL, Valley International,2014,5,80.62
IAD, Washington Dulles International,2014,5,65.2
ICT, Wichita Dwight D Eisenhower National,2014,5,73.61
IND, Indianapolis International,2014,5,69.77
ISP, Long Island MacArthur,2014,5,68.58
JAN, Jackson Medgar Wiley Evers International,2014,5,70.16
JAX, Jacksonville International,2014,5,73.81
LAS, McCarran International,2014,5,76.33
LAX, Los Angeles International,2014,5,70.39
LBB, Lubbock Preston Smith International,2014,5,72.73
LGA, LaGuardia,2014,5,59.97
LIT, Bill and Hillary Clinton Nat Adams Field,2014,5,64.47
MDW, Chicago Midway International,2014,5,74.41
MEM, Memphis International,2014,5,64.09
MHT, Manchester-Boston Regional,2014,5,69.38
MKE, General Mitchell International,2014,5,74.98
MSP, Minneapolis-St Paul International,2014,5,67.41
MSY, Louis Armstrong New Orleans International,2014,5,73.53
OAK, Metropolitan Oakland International,2014,5,71.66
TPA, Tampa International,2014,5,77.65
TUL, Tulsa International,2014,5,69.87
TUS, Tucson International,2014,5,66.91
STL, Lambert-St. Louis International,2014,5,73.79
OKC, Will Rogers World,2014,5,65.95
MAF, Midland International,2014,5,77.12
MCI, Kansas City International,2014,5,74.65
MCO, Orlando International,2014,5,75.95
JFK, John F. Kennedy International,2014,6,77.22
LAX, Los Angeles International,2014,6,71.02
DFW, Dallas/Fort Worth International,2014,6,71.72
OGG, Kahului Airport,2014,6,72.41
HNL, Honolulu International,2014,6,67.42
